"","Species","Year","Week","Week.Sum","Year.Sum","fYear","Prop.Year","fSpecies"
"11921","Greater Redhorse",2005,25,0,2,"2005",0,"Greater Redhorse"
"11922","Greater Redhorse",2005,35,0,2,"2005",0,"Greater Redhorse"
"11923","Greater Redhorse",2005,20,0,2,"2005",0,"Greater Redhorse"
"11924","Greater Redhorse",2005,14,0,2,"2005",0,"Greater Redhorse"
"11925","Greater Redhorse",2005,17,2,2,"2005",1,"Greater Redhorse"
"11926","Greater Redhorse",2005,22,0,2,"2005",0,"Greater Redhorse"
"11927","Greater Redhorse",2005,19,0,2,"2005",0,"Greater Redhorse"
"11928","Greater Redhorse",2005,24,0,2,"2005",0,"Greater Redhorse"
"11929","Greater Redhorse",2005,12,0,2,"2005",0,"Greater Redhorse"
"11930","Greater Redhorse",2005,30,0,2,"2005",0,"Greater Redhorse"
"11931","Greater Redhorse",2005,21,0,2,"2005",0,"Greater Redhorse"
"11932","Greater Redhorse",2005,15,0,2,"2005",0,"Greater Redhorse"
"11933","Greater Redhorse",2005,13,0,2,"2005",0,"Greater Redhorse"
"11934","Greater Redhorse",2005,27,0,2,"2005",0,"Greater Redhorse"
"11935","Greater Redhorse",2005,31,0,2,"2005",0,"Greater Redhorse"
"11936","Greater Redhorse",2005,28,0,2,"2005",0,"Greater Redhorse"
"11937","Greater Redhorse",2005,32,0,2,"2005",0,"Greater Redhorse"
"11938","Greater Redhorse",2005,16,0,2,"2005",0,"Greater Redhorse"
"11939","Greater Redhorse",2005,34,0,2,"2005",0,"Greater Redhorse"
"11940","Greater Redhorse",2005,23,0,2,"2005",0,"Greater Redhorse"
"11941","Greater Redhorse",2005,26,0,2,"2005",0,"Greater Redhorse"
"11942","Greater Redhorse",2006,25,0,0,"2006",0,"Greater Redhorse"
"11943","Greater Redhorse",2006,34,0,0,"2006",0,"Greater Redhorse"
"11944","Greater Redhorse",2006,26,0,0,"2006",0,"Greater Redhorse"
"11945","Greater Redhorse",2006,35,0,0,"2006",0,"Greater Redhorse"
"11946","Greater Redhorse",2006,27,0,0,"2006",0,"Greater Redhorse"
"11947","Greater Redhorse",2006,28,0,0,"2006",0,"Greater Redhorse"
"11948","Greater Redhorse",2006,29,0,0,"2006",0,"Greater Redhorse"
"11949","Greater Redhorse",2006,30,0,0,"2006",0,"Greater Redhorse"
"11950","Greater Redhorse",2006,31,0,0,"2006",0,"Greater Redhorse"
"11951","Greater Redhorse",2006,32,0,0,"2006",0,"Greater Redhorse"
"11952","Greater Redhorse",2006,33,0,0,"2006",0,"Greater Redhorse"
"11953","Greater Redhorse",2006,11,0,0,"2006",0,"Greater Redhorse"
"11954","Greater Redhorse",2006,12,0,0,"2006",0,"Greater Redhorse"
"11955","Greater Redhorse",2006,13,0,0,"2006",0,"Greater Redhorse"
"11956","Greater Redhorse",2006,14,0,0,"2006",0,"Greater Redhorse"
"11957","Greater Redhorse",2006,15,0,0,"2006",0,"Greater Redhorse"
"11958","Greater Redhorse",2006,16,0,0,"2006",0,"Greater Redhorse"
"11959","Greater Redhorse",2006,17,0,0,"2006",0,"Greater Redhorse"
"11960","Greater Redhorse",2006,18,0,0,"2006",0,"Greater Redhorse"
"11961","Greater Redhorse",2006,21,0,0,"2006",0,"Greater Redhorse"
"11962","Greater Redhorse",2006,22,0,0,"2006",0,"Greater Redhorse"
"11963","Greater Redhorse",2006,23,0,0,"2006",0,"Greater Redhorse"
"11964","Greater Redhorse",2006,24,0,0,"2006",0,"Greater Redhorse"
"11965","Greater Redhorse",2006,19,0,0,"2006",0,"Greater Redhorse"
"11966","Greater Redhorse",2006,20,0,0,"2006",0,"Greater Redhorse"
"11967","Greater Redhorse",2007,12,0,0,"2007",0,"Greater Redhorse"
"11968","Greater Redhorse",2007,13,0,0,"2007",0,"Greater Redhorse"
"11969","Greater Redhorse",2007,14,0,0,"2007",0,"Greater Redhorse"
"11970","Greater Redhorse",2007,15,0,0,"2007",0,"Greater Redhorse"
"11971","Greater Redhorse",2007,16,0,0,"2007",0,"Greater Redhorse"
"11972","Greater Redhorse",2007,17,0,0,"2007",0,"Greater Redhorse"
"11973","Greater Redhorse",2007,18,0,0,"2007",0,"Greater Redhorse"
"11974","Greater Redhorse",2007,19,0,0,"2007",0,"Greater Redhorse"
"11975","Greater Redhorse",2007,20,0,0,"2007",0,"Greater Redhorse"
"11976","Greater Redhorse",2007,21,0,0,"2007",0,"Greater Redhorse"
"11977","Greater Redhorse",2007,22,0,0,"2007",0,"Greater Redhorse"
"11978","Greater Redhorse",2007,23,0,0,"2007",0,"Greater Redhorse"
"11979","Greater Redhorse",2007,24,0,0,"2007",0,"Greater Redhorse"
"11980","Greater Redhorse",2007,25,0,0,"2007",0,"Greater Redhorse"
"11981","Greater Redhorse",2007,26,0,0,"2007",0,"Greater Redhorse"
"11982","Greater Redhorse",2007,27,0,0,"2007",0,"Greater Redhorse"
"11983","Greater Redhorse",2007,28,0,0,"2007",0,"Greater Redhorse"
"11984","Greater Redhorse",2007,29,0,0,"2007",0,"Greater Redhorse"
"11985","Greater Redhorse",2007,30,0,0,"2007",0,"Greater Redhorse"
"11986","Greater Redhorse",2007,31,0,0,"2007",0,"Greater Redhorse"
"11987","Greater Redhorse",2007,32,0,0,"2007",0,"Greater Redhorse"
"11988","Greater Redhorse",2007,33,0,0,"2007",0,"Greater Redhorse"
"11989","Greater Redhorse",2007,34,0,0,"2007",0,"Greater Redhorse"
"11990","Greater Redhorse",2007,35,0,0,"2007",0,"Greater Redhorse"
"11991","Greater Redhorse",2008,20,0,0,"2008",0,"Greater Redhorse"
"11992","Greater Redhorse",2008,21,0,0,"2008",0,"Greater Redhorse"
"11993","Greater Redhorse",2008,22,0,0,"2008",0,"Greater Redhorse"
"11994","Greater Redhorse",2008,23,0,0,"2008",0,"Greater Redhorse"
"11995","Greater Redhorse",2008,24,0,0,"2008",0,"Greater Redhorse"
"11996","Greater Redhorse",2008,25,0,0,"2008",0,"Greater Redhorse"
"11997","Greater Redhorse",2008,26,0,0,"2008",0,"Greater Redhorse"
"11998","Greater Redhorse",2008,27,0,0,"2008",0,"Greater Redhorse"
"11999","Greater Redhorse",2008,28,0,0,"2008",0,"Greater Redhorse"
"12000","Greater Redhorse",2008,29,0,0,"2008",0,"Greater Redhorse"
"12001","Greater Redhorse",2008,30,0,0,"2008",0,"Greater Redhorse"
"12002","Greater Redhorse",2008,31,0,0,"2008",0,"Greater Redhorse"
"12003","Greater Redhorse",2008,32,0,0,"2008",0,"Greater Redhorse"
"12004","Greater Redhorse",2008,33,0,0,"2008",0,"Greater Redhorse"
"12005","Greater Redhorse",2008,34,0,0,"2008",0,"Greater Redhorse"
"12006","Greater Redhorse",2008,35,0,0,"2008",0,"Greater Redhorse"
"12007","Greater Redhorse",2008,16,0,0,"2008",0,"Greater Redhorse"
"12008","Greater Redhorse",2008,17,0,0,"2008",0,"Greater Redhorse"
"12009","Greater Redhorse",2008,18,0,0,"2008",0,"Greater Redhorse"
"12010","Greater Redhorse",2008,19,0,0,"2008",0,"Greater Redhorse"
"12011","Greater Redhorse",2008,13,0,0,"2008",0,"Greater Redhorse"
"12012","Greater Redhorse",2008,14,0,0,"2008",0,"Greater Redhorse"
"12013","Greater Redhorse",2008,15,0,0,"2008",0,"Greater Redhorse"
"12014","Greater Redhorse",2009,11,0,0,"2009",0,"Greater Redhorse"
"12015","Greater Redhorse",2009,12,0,0,"2009",0,"Greater Redhorse"
"12016","Greater Redhorse",2009,13,0,0,"2009",0,"Greater Redhorse"
"12017","Greater Redhorse",2009,14,0,0,"2009",0,"Greater Redhorse"
"12018","Greater Redhorse",2009,15,0,0,"2009",0,"Greater Redhorse"
"12019","Greater Redhorse",2009,16,0,0,"2009",0,"Greater Redhorse"
"12020","Greater Redhorse",2009,17,0,0,"2009",0,"Greater Redhorse"
"12021","Greater Redhorse",2009,18,0,0,"2009",0,"Greater Redhorse"
"12022","Greater Redhorse",2009,19,0,0,"2009",0,"Greater Redhorse"
"12023","Greater Redhorse",2009,20,0,0,"2009",0,"Greater Redhorse"
"12024","Greater Redhorse",2009,21,0,0,"2009",0,"Greater Redhorse"
"12025","Greater Redhorse",2009,22,0,0,"2009",0,"Greater Redhorse"
"12026","Greater Redhorse",2009,23,0,0,"2009",0,"Greater Redhorse"
"12027","Greater Redhorse",2009,24,0,0,"2009",0,"Greater Redhorse"
"12028","Greater Redhorse",2009,25,0,0,"2009",0,"Greater Redhorse"
"12029","Greater Redhorse",2009,26,0,0,"2009",0,"Greater Redhorse"
"12030","Greater Redhorse",2009,27,0,0,"2009",0,"Greater Redhorse"
"12031","Greater Redhorse",2009,28,0,0,"2009",0,"Greater Redhorse"
"12032","Greater Redhorse",2009,29,0,0,"2009",0,"Greater Redhorse"
"12033","Greater Redhorse",2009,30,0,0,"2009",0,"Greater Redhorse"
"12034","Greater Redhorse",2009,31,0,0,"2009",0,"Greater Redhorse"
"12035","Greater Redhorse",2009,32,0,0,"2009",0,"Greater Redhorse"
"12036","Greater Redhorse",2009,33,0,0,"2009",0,"Greater Redhorse"
"12037","Greater Redhorse",2009,34,0,0,"2009",0,"Greater Redhorse"
"12038","Greater Redhorse",2009,35,0,0,"2009",0,"Greater Redhorse"
"12039","Greater Redhorse",2010,15,0,0,"2010",0,"Greater Redhorse"
"12040","Greater Redhorse",2010,13,0,0,"2010",0,"Greater Redhorse"
"12041","Greater Redhorse",2010,14,0,0,"2010",0,"Greater Redhorse"
"12042","Greater Redhorse",2010,16,0,0,"2010",0,"Greater Redhorse"
"12043","Greater Redhorse",2010,17,0,0,"2010",0,"Greater Redhorse"
"12044","Greater Redhorse",2010,18,0,0,"2010",0,"Greater Redhorse"
"12045","Greater Redhorse",2010,19,0,0,"2010",0,"Greater Redhorse"
"12046","Greater Redhorse",2010,20,0,0,"2010",0,"Greater Redhorse"
"12047","Greater Redhorse",2010,12,0,0,"2010",0,"Greater Redhorse"
"12048","Greater Redhorse",2010,21,0,0,"2010",0,"Greater Redhorse"
"12049","Greater Redhorse",2010,22,0,0,"2010",0,"Greater Redhorse"
"12050","Greater Redhorse",2010,23,0,0,"2010",0,"Greater Redhorse"
"12051","Greater Redhorse",2010,24,0,0,"2010",0,"Greater Redhorse"
"12052","Greater Redhorse",2010,25,0,0,"2010",0,"Greater Redhorse"
"12053","Greater Redhorse",2010,26,0,0,"2010",0,"Greater Redhorse"
"12054","Greater Redhorse",2010,27,0,0,"2010",0,"Greater Redhorse"
"12055","Greater Redhorse",2010,28,0,0,"2010",0,"Greater Redhorse"
"12056","Greater Redhorse",2010,11,0,0,"2010",0,"Greater Redhorse"
"12057","Greater Redhorse",2010,29,0,0,"2010",0,"Greater Redhorse"
"12058","Greater Redhorse",2010,30,0,0,"2010",0,"Greater Redhorse"
"12059","Greater Redhorse",2010,31,0,0,"2010",0,"Greater Redhorse"
"12060","Greater Redhorse",2010,32,0,0,"2010",0,"Greater Redhorse"
"12061","Greater Redhorse",2010,33,0,0,"2010",0,"Greater Redhorse"
"12062","Greater Redhorse",2010,34,0,0,"2010",0,"Greater Redhorse"
"12063","Greater Redhorse",2010,35,0,0,"2010",0,"Greater Redhorse"
"12064","Greater Redhorse",2011,25,0,0,"2011",0,"Greater Redhorse"
"12065","Greater Redhorse",2011,26,0,0,"2011",0,"Greater Redhorse"
"12066","Greater Redhorse",2011,27,0,0,"2011",0,"Greater Redhorse"
"12067","Greater Redhorse",2011,28,0,0,"2011",0,"Greater Redhorse"
"12068","Greater Redhorse",2011,29,0,0,"2011",0,"Greater Redhorse"
"12069","Greater Redhorse",2011,30,0,0,"2011",0,"Greater Redhorse"
"12070","Greater Redhorse",2011,31,0,0,"2011",0,"Greater Redhorse"
"12071","Greater Redhorse",2011,32,0,0,"2011",0,"Greater Redhorse"
"12072","Greater Redhorse",2011,33,0,0,"2011",0,"Greater Redhorse"
"12073","Greater Redhorse",2011,34,0,0,"2011",0,"Greater Redhorse"
"12074","Greater Redhorse",2011,35,0,0,"2011",0,"Greater Redhorse"
"12075","Greater Redhorse",2011,15,0,0,"2011",0,"Greater Redhorse"
"12076","Greater Redhorse",2011,16,0,0,"2011",0,"Greater Redhorse"
"12077","Greater Redhorse",2011,17,0,0,"2011",0,"Greater Redhorse"
"12078","Greater Redhorse",2011,18,0,0,"2011",0,"Greater Redhorse"
"12079","Greater Redhorse",2011,19,0,0,"2011",0,"Greater Redhorse"
"12080","Greater Redhorse",2011,20,0,0,"2011",0,"Greater Redhorse"
"12081","Greater Redhorse",2011,21,0,0,"2011",0,"Greater Redhorse"
"12082","Greater Redhorse",2011,22,0,0,"2011",0,"Greater Redhorse"
"12083","Greater Redhorse",2011,23,0,0,"2011",0,"Greater Redhorse"
"12084","Greater Redhorse",2011,24,0,0,"2011",0,"Greater Redhorse"
"12085","Greater Redhorse",2011,11,0,0,"2011",0,"Greater Redhorse"
"12086","Greater Redhorse",2011,12,0,0,"2011",0,"Greater Redhorse"
"12087","Greater Redhorse",2011,13,0,0,"2011",0,"Greater Redhorse"
"12088","Greater Redhorse",2011,14,0,0,"2011",0,"Greater Redhorse"
"12089","Greater Redhorse",2012,10,0,0,"2012",0,"Greater Redhorse"
"12090","Greater Redhorse",2012,11,0,0,"2012",0,"Greater Redhorse"
"12091","Greater Redhorse",2012,12,0,0,"2012",0,"Greater Redhorse"
"12092","Greater Redhorse",2012,13,0,0,"2012",0,"Greater Redhorse"
"12093","Greater Redhorse",2012,14,0,0,"2012",0,"Greater Redhorse"
"12094","Greater Redhorse",2012,15,0,0,"2012",0,"Greater Redhorse"
"12095","Greater Redhorse",2012,16,0,0,"2012",0,"Greater Redhorse"
"12096","Greater Redhorse",2012,17,0,0,"2012",0,"Greater Redhorse"
"12097","Greater Redhorse",2012,18,0,0,"2012",0,"Greater Redhorse"
"12098","Greater Redhorse",2012,19,0,0,"2012",0,"Greater Redhorse"
"12099","Greater Redhorse",2012,20,0,0,"2012",0,"Greater Redhorse"
"12100","Greater Redhorse",2012,21,0,0,"2012",0,"Greater Redhorse"
"12101","Greater Redhorse",2012,22,0,0,"2012",0,"Greater Redhorse"
"12102","Greater Redhorse",2012,30,0,0,"2012",0,"Greater Redhorse"
"12103","Greater Redhorse",2012,31,0,0,"2012",0,"Greater Redhorse"
"12104","Greater Redhorse",2012,23,0,0,"2012",0,"Greater Redhorse"
"12105","Greater Redhorse",2012,32,0,0,"2012",0,"Greater Redhorse"
"12106","Greater Redhorse",2012,24,0,0,"2012",0,"Greater Redhorse"
"12107","Greater Redhorse",2012,33,0,0,"2012",0,"Greater Redhorse"
"12108","Greater Redhorse",2012,25,0,0,"2012",0,"Greater Redhorse"
"12109","Greater Redhorse",2012,34,0,0,"2012",0,"Greater Redhorse"
"12110","Greater Redhorse",2012,26,0,0,"2012",0,"Greater Redhorse"
"12111","Greater Redhorse",2012,35,0,0,"2012",0,"Greater Redhorse"
"12112","Greater Redhorse",2012,27,0,0,"2012",0,"Greater Redhorse"
"12113","Greater Redhorse",2012,28,0,0,"2012",0,"Greater Redhorse"
"12114","Greater Redhorse",2012,29,0,0,"2012",0,"Greater Redhorse"
"12115","Greater Redhorse",2013,13,0,0,"2013",0,"Greater Redhorse"
"12116","Greater Redhorse",2013,14,0,0,"2013",0,"Greater Redhorse"
"12117","Greater Redhorse",2013,15,0,0,"2013",0,"Greater Redhorse"
"12118","Greater Redhorse",2013,16,0,0,"2013",0,"Greater Redhorse"
"12119","Greater Redhorse",2013,17,0,0,"2013",0,"Greater Redhorse"
"12120","Greater Redhorse",2013,18,0,0,"2013",0,"Greater Redhorse"
"12121","Greater Redhorse",2013,19,0,0,"2013",0,"Greater Redhorse"
"12122","Greater Redhorse",2013,20,0,0,"2013",0,"Greater Redhorse"
"12123","Greater Redhorse",2013,21,0,0,"2013",0,"Greater Redhorse"
"12124","Greater Redhorse",2013,22,0,0,"2013",0,"Greater Redhorse"
"12125","Greater Redhorse",2013,23,0,0,"2013",0,"Greater Redhorse"
"12126","Greater Redhorse",2013,24,0,0,"2013",0,"Greater Redhorse"
"12127","Greater Redhorse",2013,12,0,0,"2013",0,"Greater Redhorse"
"12128","Greater Redhorse",2013,35,0,0,"2013",0,"Greater Redhorse"
"12129","Greater Redhorse",2013,11,0,0,"2013",0,"Greater Redhorse"
"12130","Greater Redhorse",2013,25,0,0,"2013",0,"Greater Redhorse"
"12131","Greater Redhorse",2013,26,0,0,"2013",0,"Greater Redhorse"
"12132","Greater Redhorse",2013,27,0,0,"2013",0,"Greater Redhorse"
"12133","Greater Redhorse",2013,28,0,0,"2013",0,"Greater Redhorse"
"12134","Greater Redhorse",2013,29,0,0,"2013",0,"Greater Redhorse"
"12135","Greater Redhorse",2013,30,0,0,"2013",0,"Greater Redhorse"
"12136","Greater Redhorse",2013,31,0,0,"2013",0,"Greater Redhorse"
"12137","Greater Redhorse",2013,32,0,0,"2013",0,"Greater Redhorse"
"12138","Greater Redhorse",2013,33,0,0,"2013",0,"Greater Redhorse"
"12139","Greater Redhorse",2013,34,0,0,"2013",0,"Greater Redhorse"
"12140","Greater Redhorse",2014,24,0,0,"2014",0,"Greater Redhorse"
"12141","Greater Redhorse",2014,25,0,0,"2014",0,"Greater Redhorse"
"12142","Greater Redhorse",2014,26,0,0,"2014",0,"Greater Redhorse"
"12143","Greater Redhorse",2014,27,0,0,"2014",0,"Greater Redhorse"
"12144","Greater Redhorse",2014,28,0,0,"2014",0,"Greater Redhorse"
"12145","Greater Redhorse",2014,16,0,0,"2014",0,"Greater Redhorse"
"12146","Greater Redhorse",2014,17,0,0,"2014",0,"Greater Redhorse"
"12147","Greater Redhorse",2014,18,0,0,"2014",0,"Greater Redhorse"
"12148","Greater Redhorse",2014,19,0,0,"2014",0,"Greater Redhorse"
"12149","Greater Redhorse",2014,20,0,0,"2014",0,"Greater Redhorse"
"12150","Greater Redhorse",2014,21,0,0,"2014",0,"Greater Redhorse"
"12151","Greater Redhorse",2014,30,0,0,"2014",0,"Greater Redhorse"
"12152","Greater Redhorse",2014,22,0,0,"2014",0,"Greater Redhorse"
"12153","Greater Redhorse",2014,31,0,0,"2014",0,"Greater Redhorse"
"12154","Greater Redhorse",2014,23,0,0,"2014",0,"Greater Redhorse"
"12155","Greater Redhorse",2014,32,0,0,"2014",0,"Greater Redhorse"
"12156","Greater Redhorse",2014,33,0,0,"2014",0,"Greater Redhorse"
"12157","Greater Redhorse",2014,34,0,0,"2014",0,"Greater Redhorse"
"12158","Greater Redhorse",2014,35,0,0,"2014",0,"Greater Redhorse"
"12159","Greater Redhorse",2014,29,0,0,"2014",0,"Greater Redhorse"
"12160","Greater Redhorse",2014,13,0,0,"2014",0,"Greater Redhorse"
"12161","Greater Redhorse",2014,14,0,0,"2014",0,"Greater Redhorse"
"12162","Greater Redhorse",2014,15,0,0,"2014",0,"Greater Redhorse"
"12163","Greater Redhorse",2015,20,0,0,"2015",0,"Greater Redhorse"
"12164","Greater Redhorse",2015,21,0,0,"2015",0,"Greater Redhorse"
"12165","Greater Redhorse",2015,22,0,0,"2015",0,"Greater Redhorse"
"12166","Greater Redhorse",2015,23,0,0,"2015",0,"Greater Redhorse"
"12167","Greater Redhorse",2015,24,0,0,"2015",0,"Greater Redhorse"
"12168","Greater Redhorse",2015,25,0,0,"2015",0,"Greater Redhorse"
"12169","Greater Redhorse",2015,26,0,0,"2015",0,"Greater Redhorse"
"12170","Greater Redhorse",2015,27,0,0,"2015",0,"Greater Redhorse"
"12171","Greater Redhorse",2015,28,0,0,"2015",0,"Greater Redhorse"
"12172","Greater Redhorse",2015,29,0,0,"2015",0,"Greater Redhorse"
"12173","Greater Redhorse",2015,30,0,0,"2015",0,"Greater Redhorse"
"12174","Greater Redhorse",2015,13,0,0,"2015",0,"Greater Redhorse"
"12175","Greater Redhorse",2015,31,0,0,"2015",0,"Greater Redhorse"
"12176","Greater Redhorse",2015,14,0,0,"2015",0,"Greater Redhorse"
"12177","Greater Redhorse",2015,32,0,0,"2015",0,"Greater Redhorse"
"12178","Greater Redhorse",2015,15,0,0,"2015",0,"Greater Redhorse"
"12179","Greater Redhorse",2015,33,0,0,"2015",0,"Greater Redhorse"
"12180","Greater Redhorse",2015,16,0,0,"2015",0,"Greater Redhorse"
"12181","Greater Redhorse",2015,34,0,0,"2015",0,"Greater Redhorse"
"12182","Greater Redhorse",2015,17,0,0,"2015",0,"Greater Redhorse"
"12183","Greater Redhorse",2015,35,0,0,"2015",0,"Greater Redhorse"
"12184","Greater Redhorse",2015,18,0,0,"2015",0,"Greater Redhorse"
"12185","Greater Redhorse",2015,19,0,0,"2015",0,"Greater Redhorse"
"12186","Greater Redhorse",2016,25,0,0,"2016",0,"Greater Redhorse"
"12187","Greater Redhorse",2016,26,0,0,"2016",0,"Greater Redhorse"
"12188","Greater Redhorse",2016,27,0,0,"2016",0,"Greater Redhorse"
"12189","Greater Redhorse",2016,28,0,0,"2016",0,"Greater Redhorse"
"12190","Greater Redhorse",2016,29,0,0,"2016",0,"Greater Redhorse"
"12191","Greater Redhorse",2016,30,0,0,"2016",0,"Greater Redhorse"
"12192","Greater Redhorse",2016,31,0,0,"2016",0,"Greater Redhorse"
"12193","Greater Redhorse",2016,33,0,0,"2016",0,"Greater Redhorse"
"12194","Greater Redhorse",2016,34,0,0,"2016",0,"Greater Redhorse"
"12195","Greater Redhorse",2016,35,0,0,"2016",0,"Greater Redhorse"
"12196","Greater Redhorse",2016,20,0,0,"2016",0,"Greater Redhorse"
"12197","Greater Redhorse",2016,21,0,0,"2016",0,"Greater Redhorse"
"12198","Greater Redhorse",2016,22,0,0,"2016",0,"Greater Redhorse"
"12199","Greater Redhorse",2016,23,0,0,"2016",0,"Greater Redhorse"
"12200","Greater Redhorse",2016,24,0,0,"2016",0,"Greater Redhorse"
"12201","Greater Redhorse",2016,16,0,0,"2016",0,"Greater Redhorse"
"12202","Greater Redhorse",2016,17,0,0,"2016",0,"Greater Redhorse"
"12203","Greater Redhorse",2016,18,0,0,"2016",0,"Greater Redhorse"
"12204","Greater Redhorse",2016,10,0,0,"2016",0,"Greater Redhorse"
"12205","Greater Redhorse",2016,19,0,0,"2016",0,"Greater Redhorse"
"12206","Greater Redhorse",2016,11,0,0,"2016",0,"Greater Redhorse"
"12207","Greater Redhorse",2016,12,0,0,"2016",0,"Greater Redhorse"
"12208","Greater Redhorse",2016,13,0,0,"2016",0,"Greater Redhorse"
"12209","Greater Redhorse",2016,14,0,0,"2016",0,"Greater Redhorse"
"12210","Greater Redhorse",2016,15,0,0,"2016",0,"Greater Redhorse"
"12211","Greater Redhorse",2017,10,0,0,"2017",0,"Greater Redhorse"
"12212","Greater Redhorse",2017,12,0,0,"2017",0,"Greater Redhorse"
"12213","Greater Redhorse",2017,13,0,0,"2017",0,"Greater Redhorse"
"12214","Greater Redhorse",2017,23,0,0,"2017",0,"Greater Redhorse"
"12215","Greater Redhorse",2017,24,0,0,"2017",0,"Greater Redhorse"
"12216","Greater Redhorse",2017,25,0,0,"2017",0,"Greater Redhorse"
"12217","Greater Redhorse",2017,26,0,0,"2017",0,"Greater Redhorse"
"12218","Greater Redhorse",2017,27,0,0,"2017",0,"Greater Redhorse"
"12219","Greater Redhorse",2017,19,0,0,"2017",0,"Greater Redhorse"
"12220","Greater Redhorse",2017,28,0,0,"2017",0,"Greater Redhorse"
"12221","Greater Redhorse",2017,29,0,0,"2017",0,"Greater Redhorse"
"12222","Greater Redhorse",2017,30,0,0,"2017",0,"Greater Redhorse"
"12223","Greater Redhorse",2017,31,0,0,"2017",0,"Greater Redhorse"
"12224","Greater Redhorse",2017,14,0,0,"2017",0,"Greater Redhorse"
"12225","Greater Redhorse",2017,32,0,0,"2017",0,"Greater Redhorse"
"12226","Greater Redhorse",2017,15,0,0,"2017",0,"Greater Redhorse"
"12227","Greater Redhorse",2017,33,0,0,"2017",0,"Greater Redhorse"
"12228","Greater Redhorse",2017,16,0,0,"2017",0,"Greater Redhorse"
"12229","Greater Redhorse",2017,34,0,0,"2017",0,"Greater Redhorse"
"12230","Greater Redhorse",2017,17,0,0,"2017",0,"Greater Redhorse"
"12231","Greater Redhorse",2017,35,0,0,"2017",0,"Greater Redhorse"
"12232","Greater Redhorse",2017,18,0,0,"2017",0,"Greater Redhorse"
"12233","Greater Redhorse",2017,20,0,0,"2017",0,"Greater Redhorse"
"12234","Greater Redhorse",2017,21,0,0,"2017",0,"Greater Redhorse"
"12235","Greater Redhorse",2017,22,0,0,"2017",0,"Greater Redhorse"
"12236","Greater Redhorse",2018,24,0,0,"2018",0,"Greater Redhorse"
"12237","Greater Redhorse",2018,25,0,0,"2018",0,"Greater Redhorse"
"12238","Greater Redhorse",2018,26,0,0,"2018",0,"Greater Redhorse"
"12239","Greater Redhorse",2018,27,0,0,"2018",0,"Greater Redhorse"
"12240","Greater Redhorse",2018,28,0,0,"2018",0,"Greater Redhorse"
"12241","Greater Redhorse",2018,20,0,0,"2018",0,"Greater Redhorse"
"12242","Greater Redhorse",2018,29,0,0,"2018",0,"Greater Redhorse"
"12243","Greater Redhorse",2018,12,0,0,"2018",0,"Greater Redhorse"
"12244","Greater Redhorse",2018,21,0,0,"2018",0,"Greater Redhorse"
"12245","Greater Redhorse",2018,30,0,0,"2018",0,"Greater Redhorse"
"12246","Greater Redhorse",2018,22,0,0,"2018",0,"Greater Redhorse"
"12247","Greater Redhorse",2018,31,0,0,"2018",0,"Greater Redhorse"
"12248","Greater Redhorse",2018,32,0,0,"2018",0,"Greater Redhorse"
"12249","Greater Redhorse",2018,33,0,0,"2018",0,"Greater Redhorse"
"12250","Greater Redhorse",2018,34,0,0,"2018",0,"Greater Redhorse"
"12251","Greater Redhorse",2018,35,0,0,"2018",0,"Greater Redhorse"
"12252","Greater Redhorse",2018,18,0,0,"2018",0,"Greater Redhorse"
"12253","Greater Redhorse",2018,9,0,0,"2018",0,"Greater Redhorse"
"12254","Greater Redhorse",2018,19,0,0,"2018",0,"Greater Redhorse"
"12255","Greater Redhorse",2018,10,0,0,"2018",0,"Greater Redhorse"
"12256","Greater Redhorse",2018,13,0,0,"2018",0,"Greater Redhorse"
"12257","Greater Redhorse",2018,14,0,0,"2018",0,"Greater Redhorse"
"12258","Greater Redhorse",2018,23,0,0,"2018",0,"Greater Redhorse"
"12259","Greater Redhorse",2018,15,0,0,"2018",0,"Greater Redhorse"
"12260","Greater Redhorse",2018,16,0,0,"2018",0,"Greater Redhorse"
"12261","Greater Redhorse",2018,17,0,0,"2018",0,"Greater Redhorse"
"12262","Greater Redhorse",2019,28,0,0,"2019",0,"Greater Redhorse"
"12263","Greater Redhorse",2019,29,0,0,"2019",0,"Greater Redhorse"
"12264","Greater Redhorse",2019,30,0,0,"2019",0,"Greater Redhorse"
"12265","Greater Redhorse",2019,31,0,0,"2019",0,"Greater Redhorse"
"12266","Greater Redhorse",2019,32,0,0,"2019",0,"Greater Redhorse"
"12267","Greater Redhorse",2019,33,0,0,"2019",0,"Greater Redhorse"
"12268","Greater Redhorse",2019,34,0,0,"2019",0,"Greater Redhorse"
"12269","Greater Redhorse",2019,35,0,0,"2019",0,"Greater Redhorse"
"12270","Greater Redhorse",2019,25,0,0,"2019",0,"Greater Redhorse"
"12271","Greater Redhorse",2019,26,0,0,"2019",0,"Greater Redhorse"
"12272","Greater Redhorse",2019,27,0,0,"2019",0,"Greater Redhorse"
"12273","Greater Redhorse",2019,21,0,0,"2019",0,"Greater Redhorse"
"12274","Greater Redhorse",2019,19,0,0,"2019",0,"Greater Redhorse"
"12275","Greater Redhorse",2019,20,0,0,"2019",0,"Greater Redhorse"
"12276","Greater Redhorse",2019,22,0,0,"2019",0,"Greater Redhorse"
"12277","Greater Redhorse",2019,23,0,0,"2019",0,"Greater Redhorse"
